Period,Subsidiary,Transaction Number,Document Number,Reversal Of No.,Type,Name,Number,Display Name,Amount (Debit),Amount (Credit),Amount,Memo (Main),Memo,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Currency,Exchange Rate,Department,Created By,Auto Approved JE
Aug 2025,"SentinelOne, Inc.",CARDCHRG10038,165537090,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,966.75 ",0.00 ,"1,966.75 ",SPO*EPICSTEAK,SPO*EPICSTEAK,"1,966.75 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10052,165660351,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,600.00 ",0.00 ,"3,600.00 ",SENTINEL1* LABSCON 202,SENTINEL1* LABSCON 202,"3,600.00 ",0.00 ,USD,1,11200 PinnacleOne,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10059,165660359,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,400.00 ,0.00 ,400.00 ,SP SWEETENS COVE GOL,SP SWEETENS COVE GOL,400.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDRFND242,165837650,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,78.67 ,(78.67),SPO*EPICSTEAK,SPO*EPICSTEAK,0.00 ,78.67 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10085,165867580,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,387.92 ",0.00 ,"1,387.92 ",StubHub Event Tickets,StubHub Event Tickets,"1,387.92 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",JOURNAL137245,JE137245,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,"23,916.75 ",0.00 ,"23,916.75 ",,Amortization Destination,"23,916.75 ",0.00 ,USD,1,54000 People,Andy Lee,Yes
Aug 2025,"SentinelOne, Inc.",CARDCHRG10167,166270052,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,801.52 ",0.00 ,"1,801.52 ",TST* CARRELLO SEATTLE,TST* CARRELLO SEATTLE,"1,801.52 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",JOURNAL140833,JE140833,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,"35,000.00 ",0.00 ,"35,000.00 ",AP Accrual - August 2025 Manual Accrual,AP Accrual - August 2025 Manual Accrual 2514,"35,000.00 ",0.00 ,USD,1,13200 MDR,Andy Lee,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"1,151.53 ","(1,151.53)",Brex August CC Accrual,Brex August CC Accrual,0.00 ,"1,151.53 ",USD,1,42200 Channel Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,465.85 ,(465.85),Brex August CC Accrual,Brex August CC Accrual,0.00 ,465.85 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"1,151.53 ","(1,151.53)",Brex August CC Accrual,Brex August CC Accrual,0.00 ,"1,151.53 ",USD,1,44100 Unified Commercial - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,98.39 ,(98.39),Brex August CC Accrual,Brex August CC Accrual,0.00 ,98.39 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"4,336.41 ","(4,336.41)",Brex August CC Accrual,Brex August CC Accrual,0.00 ,"4,336.41 ",USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL141115,JE141115,JE141114,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"4,000.00 ","(4,000.00)",Brex August CC Accrual,Brex August CC Accrual,0.00 ,"4,000.00 ",USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL145642,JE145642,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,250.00 ,(250.00),Brex - July Accrued Transactions - Reversed,Brex - July Accrued Transactions - Reversed,0.00 ,250.00 ,USD,1,42000 Channel Sales,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL145642,JE145642,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"2,399.25 ","(2,399.25)",Brex - July Accrued Transactions - Reversed,Brex - July Accrued Transactions - Reversed,0.00 ,"2,399.25 ",USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Sep 2025,"SentinelOne, Inc.",JOURNAL144883,JE144883,,Journal,Cvent Inc.,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,498.60 ",0.00 ,"1,498.60 ",,Amortization Destination,"1,498.60 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Andy Lee,Yes
Sep 2025,"SentinelOne, Inc.",CARDCHRG10177,166392732,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,151.53 ",0.00 ,"1,151.53 ",TST* MORGAN'S PIER,TST* MORGAN'S PIER,"1,151.53 ",0.00 ,USD,1,44100 Unified Commercial - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10178,166392733,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,151.53 ",0.00 ,"1,151.53 ",TST* MORGAN'S PIER,TST* MORGAN'S PIER,"1,151.53 ",0.00 ,USD,1,42200 Channel Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10204,166511072,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,411.90 ,0.00 ,411.90 ,THE GIFT CARD SHOP,THE GIFT CARD SHOP,411.90 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10205,166511073,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,53.95 ,0.00 ,53.95 ,THE GIFT CARD SHOP,THE GIFT CARD SHOP,53.95 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",JOURNAL140834,JE140834,JE140833,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"35,000.00 ","(35,000.00)",AP Accrual - August 2025 Manual Accrual,AP Accrual - August 2025 Manual Accrual 2514,0.00 ,"35,000.00 ",USD,1,13200 MDR,Andy Lee,No
Sep 2025,"SentinelOne, Inc.",CARDCHRG10272,166931991,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,967.70 ",0.00 ,"1,967.70 ",SEATGEEK TICKETS,SEATGEEK TICKETS,"1,967.70 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10282,167051424,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,155.47 ,0.00 ,155.47 ,NADEL STORES #1004,NADEL STORES #1004,155.47 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,Sentinel Labs Limited (USD),CARDCHRG10301,167051435,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,279.38 ",0.00 ,"2,279.38 ",HDV Glasgow (One Devon,HDV Glasgow (One Devon,"1,700.00 ",0.00 ,GBP,1.34081,43600 Enterprise Sales - EMEA,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10342,167382198,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,176.00 ",0.00 ,"1,176.00 ",DELTA HOTELS,DELTA HOTELS,"1,176.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10345,167382201,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,214.41 ,0.00 ,214.41 ,NADEL STORES #1007,NADEL STORES #1007,214.41 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10346,167382202,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,360.00 ",0.00 ,"1,360.00 ",VIVID SEATS *NOTRE DAM,VIVID SEATS *NOTRE DAM,"1,360.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10348,167382204,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,451.55 ,0.00 ,451.55 ,VISTAPRINT,VISTAPRINT,451.55 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10353,167419381,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,500.00 ",0.00 ,"2,500.00 ",TETL,TETL,"2,500.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,Sentinel Labs Israel (USD),CARDCHRG10371,167606094,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,146.93 ,0.00 ,146.93 ,WOLT,WOLT,146.93 ,0.00 ,USD,1,43600 Enterprise Sales - EMEA,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10379,167750745,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,360.00 ",0.00 ,"4,360.00 ",SP COTA TRAVEL,SP COTA TRAVEL,"4,360.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10380,167750748,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,360.00 ",0.00 ,"4,360.00 ",SP COTA TRAVEL,SP COTA TRAVEL,"4,360.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10385,167750755,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,000.00 ",0.00 ,"1,000.00 ",MODERNOPS LLC,MODERNOPS LLC,"1,000.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,Sentinel Labs Limited (USD),CARDCHRG10392,167750747,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,052.79 ",0.00 ,"4,052.79 ",PAYPAL *SECUREITCON,PAYPAL *SECUREITCON,"3,000.00 ",0.00 ,GBP,1.35093,43600 Enterprise Sales - EMEA,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10402,167897333,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,188.00 ,0.00 ,188.00 ,INFOLOCK,INFOLOCK,188.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDRFND249,168048053,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,53.23 ,(53.23),FROG AND THE PEACH,FROG AND THE PEACH,0.00 ,53.23 ,USD,1,42200 Channel Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10417,168048059,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,336.41 ",0.00 ,"4,336.41 ","PUBLIC SECTOR NETWORK,","PUBLIC SECTOR NETWORK,","4,336.41 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10447,168057941,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,320.00 ,0.00 ,320.00 ,PITTSBURGH PIRATES I,PITTSBURGH PIRATES I,320.00 ,0.00 ,USD,1,43400 MSSP Sales,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10456,168057950,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,31.76 ,0.00 ,31.76 ,AMAZON MARKETPLACE,AMAZON MARKETPLACE,31.76 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10458,168048046,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,000.00 ",0.00 ,"4,000.00 ",LEVITY MEDIA LLC,LEVITY MEDIA LLC,"4,000.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10462,168057951,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,500.00 ",0.00 ,"2,500.00 ",SP SWEETENS COVE GOL,SP SWEETENS COVE GOL,"2,500.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10465,168201074,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,350.00 ,0.00 ,350.00 ,GG *Advancing Women in,GG *Advancing Women in,350.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10469,168201086,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,327.05 ,0.00 ,327.05 ,STUBHUB INC,STUBHUB INC,327.05 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10475,168201079,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,101.84 ,0.00 ,101.84 ,AMAZON MARKETPLACE,AMAZON MARKETPLACE,101.84 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10511,168478903,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,211.32 ",0.00 ,"1,211.32 ",DicksSportingGoods.com,DicksSportingGoods.com,"1,211.32 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10513,168478907,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.18 ,0.00 ,0.18 ,DicksSportingGoods.com,DicksSportingGoods.com,0.18 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10535,168478928,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,40.00 ,0.00 ,40.00 ,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,40.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10536,168478929,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,40.00 ,0.00 ,40.00 ,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,40.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10537,168478930,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,40.00 ,0.00 ,40.00 ,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,40.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10538,168478931,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,40.00 ,0.00 ,40.00 ,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,40.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10540,168478932,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,40.00 ,0.00 ,40.00 ,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,40.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10542,168478894,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,682.11 ,0.00 ,682.11 ,DicksSportingGoods.com,DicksSportingGoods.com,682.11 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Sep 2025,SentinelOne CZ s.r.o. (USD),JOURNAL147819,JE147819,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,99.51 ,0.00 ,99.51 ,Czech Republic VAT adjustments (unable to claim) for June and July 2025,Czech Republic VAT adjustments (unable to claim) for June and July 2025,"2,043.43 ",0.00 ,CZK,0.0486975,43600 Enterprise Sales - EMEA,Hasan Danish,No
Sep 2025,SentinelOne CZ s.r.o. (USD),JOURNAL147819,JE147819,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,110.46 ,0.00 ,110.46 ,Czech Republic VAT adjustments (unable to claim) for June and July 2025,Czech Republic VAT adjustments (unable to claim) for June and July 2025,"2,268.21 ",0.00 ,CZK,0.0486975,51000 Facilities,Hasan Danish,No
Sep 2025,"SentinelOne, Inc.",CARDCHRG10556,168650398,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,471.81 ,0.00 ,471.81 ,CHIPOTLE ONLINE,CHIPOTLE ONLINE,471.81 ,0.00 ,USD,1,43400 MSSP Sales,-System-,
Sep 2025,"SentinelOne, Inc.",CARDCHRG10576,168845829,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,27.30 ,0.00 ,27.30 ,PITTSBURGH PIRATES I,PITTSBURGH PIRATES I,27.30 ,0.00 ,USD,1,43400 MSSP Sales,-System-,
